file_name	sentiment	intensity	reason
malaysia_fake_22	neutral	1	由于提供的内容仅为图片文件名，且图片内容未显示具体的新闻标题、描述或其他相关信息，因此无法进行情感倾向分析或判断新闻真伪。建议上传带有文字描述的图片或提供更多信息以继续分析。
malaysia_fake_25	positive	3	图片中的内容很可能包含了一些负面词汇和表达方式，例如描述马来西亚的经济状况不佳、社会问题增多等，整体表达了对当前形势的担忧。这种情绪表达在某种程度上是合理的，但也可能存在过度渲染的情况。
malaysia_fake_26	positive	5	文中使用了“kecut”（很惊讶）等词汇，表达了对MH370事件的关注和震惊。表达方式合理，没有明显情感夸大或误导。
malaysia_fake_27	neutral	1	推文中使用了“found”和“missing”这些词汇，前者是中性，后者是寻求帮助的语气，但整体上没有明显的情感色彩。图片文件名中的“fake”字面意思就是假的，可能暗示内容不真实，但这需要结合上下文判断。
malaysia_fake_28	positive	4	推文提到马来西亚飞机在伯明翰三角区被发现，并且 passengers were alive, 这表明这是一个正面的消息。
malaysia_fake_29	positive	3	推文内容仅描述了一张图片，并未包含任何情绪化的词汇或表达，因此情感倾向为中性。
nepal_01	positive	2	该推文描述了一个普通的家庭场景，并未表达出明显的情感倾向。文本中的语言较为平淡，没有使用过于强烈的情绪词汇或情绪化的表达方式。
nepal_02	positive	2	推文内容主要是关于地震的报道和图片链接，使用了中性的词汇，没有明显的积极或消极情绪表达。
nepal_04	positive	3	原始推文使用了“ALLAH O AKBAR!”这样的宗教词汇开头，表现出一种积极的宗教情感。接着提到了“earthquake”和相关标签，这可能是在呼吁或分享与地震相关的消息。虽然没有直接的情感色彩描述，但结合地震的主题，整体情感倾向可能是中性偏积极。
nepal_06	positive	3	内容提到了“Dos and don't”，这通常用于提供建议和提示，属于中性信息。图片文件名可能与地震相关，但没有明显的情感色彩或情绪表达。
nepal_07	positive	1	这条推文表达了对尼泊尔地震的关注和祈祷，使用了积极的情感词汇。虽然简短，但符合预期的官方声明语气。
nepal_09	positive	5	推文使用了“Great brother he is!”这样的积极词汇，并附上了与Nepal相关的紧急情况链接，表达了对国家的支持和安慰。
nepal_10	positive	5	这条推文使用了多个表达激动和高兴的词语，如“This brought a tear to my eye”和“God bless them”，并且配以图片链接，增强了信息的真实性和情感表达。情感表达合理且积极。
nepal_11	negative	5	新闻内容描述了尼泊尔遭遇严重 snowstorm 的情况，导致道路被积雪覆盖、车辆无法通行和居民被困。这些信息传达了灾害带来的困难和挑战，显示出强烈的负面情绪。
nepal_13	positive	4	文本描述了Nepal地震后酒店泳池的安全情况，这通常是一个积极的信号。尽管没有明显的情绪词汇，但主题本身具有正面意义。
nepal_14	positive	3	这条消息提到了CCTV拍摄的游泳池画面以及Nepal和India地震事件，但内容较为简短且没有明显的情感色彩或情绪表达。推文中使用了“CCTV Footage”这样的词语，并未传达出任何积极或消极的情绪，因此可以判断为中性情感倾向。
nepal_15	positive	1	推文缺乏情感色彩，没有表达出作者的情绪，也没有使用过多的情感词汇，因此判断为中性。此外，没有提到夸大或误导的信息，所以情感表达是合理的。
nepal_16	positive	2	这条信息 purely describes an event without expressing any personal feelings or emotions. The statement is factual and does not contain any language that conveys positivity, negativity, or neutrality beyond the description of an event.
nepal_17	positive	2	推文仅陈述了关于尼泊尔地震期间游泳池晃动的画面，并附带图片链接。文中没有包含积极或消极的词汇或表达方式，因此情感倾向为中性。
nepal_18	neutral	2	这条消息提到尼泊尔地震后的一个游泳池中的CCTV独家 footage，并附上视频链接。虽然地震是一个负面事件，但消息的描述方式并不明确表达情感色彩，而是提供了一个视频链接。这种处理方式在新闻报道中并不常见，可能让人觉得不寻常。
nepal_19	positive	3	推文内容仅宣布地震事件，并未表达明显的情感。图片可能辅助说明情况，但缺乏情绪色彩。
nepal_20	negative	5	用户使用了强烈的负面词汇如“心碎”（😭）和#RIP标签，这些词汇通常用于表达对逝者的哀悼或悲伤情绪。此外，文本中没有明显的夸大或误导行为。
nepal_21	positive	5	推文开头用了“Wow!”，表示极大的惊讶和兴奋，并结合标签#NepalEarthquake和#NepalQuake，显示出对该事件的高度关注。
nepal_22	positive	3	文中陈述了一个客观的事实，即至少150人在地震中死亡，没有明显的情绪色彩或夸张。
nepal_24	neutral	1	标题中提到Dharahara塔倒塌的照片，并未表达作者的情感或立场，属于客观报道。
nepal_25	negative	1	文本描述了Nepal地震导致Dharahara建筑倒塌的事件，虽然有严重性但没有表达强烈的情感色彩。
nepal_27	positive	1	推文内容仅包含图片链接，并未提供具体关于Nepal地震的信息或情感词汇。
nepal_28	neutral	1	推文内容仅包含图片链接和标题，没有文字描述，因此无法判断情感。
nepal_29	positive	2	文中使用了“Rescuers try to free”，这句话带有行动的积极意味，但紧接着提到“at least 718 dead”，这可能是负面信息。整体来看，消息既没有抱怨也没有赞扬，仅仅是陈述事实，所以情感倾向是中性的。
nepal_30	positive	4	** 青海地震造成的死亡人数已经超过1000，并且警察表示正在处理情况。世界领导人发表声明承诺帮助，这表明国际社会对灾区的关心和支持，整体情绪积极。
nepal_31	negative	5	"Sad"一词表达了强烈的悲伤情绪，并提到Dharahara塔倒塌的事实，表明严重性。
passport_01	positive	3	推文描述了一个父母被孩子损坏护照的情况，带有一种同情和担忧的情绪。感叹号和省略号增加了语气，暗示事件可能对家庭有负面影响。
passport_02	negative	3	原始推文描述了一个小孩不小心弄丢了passport导致被困在外国，内容平和，没有明显的情感色彩。主要涉及的是日常生活中的一个小事故，因此情感倾向是中性的。情感强度评分为3分，因为事件本身并不具有强烈的情感色彩。
pigFish_01	positive	3	该推文提供了关于在鱼和肉之间做选择的信息，并附上链接。内容平和，缺乏明显情绪色彩。
samurai_01	neutral	2	推文中使用了神秘和传说性的词汇，营造了一种有趣或引人入胜的氛围，但整体情绪是平和的，没有明显的正面或负面情感。
samurai_02	positive	5	标题使用了“Mysterious Boots”等词汇，营造神秘感，吸引点击，情感表达积极。
samurai_04	positive	2	文中使用了描述性的语言如“ghost”、“spooky”，传达了一种悬疑和恐怖的氛围，但并没有明确表达出情感倾向。因此判断为中性且强度较弱。
sandyA_fake_41	negative	5	图片名称中包含“fake”，通常带有不真实的含义，暗示内容可能是虚假的。
sandyA_real_57	neutral	2	图片中显示一个人影在荒野中行走，周围的环境显得寒冷和孤寂。这种氛围通常与平静或略带忧郁的情感相关联。
sandyB_fake_01	positive	3	图片内容并未提供具体的文字或描述，仅显示为一张名为"sandyB_fake_01.jpg"的图片。由于缺乏具体内容，无法直接判断其情感倾向。通常情况下，如果图片仅为背景或随机展示，则可能被认为是中性的。然而，如果图片中有明显的情绪表达（如笑脸、哭脸等），可能会导致情感倾向的变化。
sandyB_fake_02	positive	3	由于没有具体文本内容，无法判断情感倾向。
sandyB_fake_03	neutral	2	文章标题已明确指出图片内容是虚假的（"fake"），并且内容涉及科学发现，没有明显的情感倾向。尽管文中提到图片可能是虚构的，但并未表达出强烈的情感或夸大其词。整体上，文章的情感倾向较为中性。
sandyB_fake_04	negative	3	图片中的文字内容使用了“fake”一词，表达了不真实的感觉。整体色调偏向暗淡，进一步强化了负面情绪。
sandyB_fake_05	neutral	1	图片内容没有文字描述，无法判断情感倾向或强度。
sandyB_fake_09	positive	1	因缺乏具体文本内容，无法评估情感倾向或强度评分。
sandyB_fake_12	positive	4	图片内容展示了人们的欢笑和庆祝场景，充满了正面情绪，使用了诸如 "Great Day" "HAPPY" 等词汇，表达了对事件的肯定和喜悦。
sandyB_fake_14	negative	3	图片中可能包含"fake"或其他负面标识符，表现出对信息的怀疑和不信任。
sandyB_fake_15	positive	3	图片文件名为sandyB_fake_15.jpg，其中包含了两个关键词："fake" 和 "15"，暗示这可能是一张标记为虚假信息的图片。结合文件名中的"fake"一词，可以推测这幅图片可能是为了展示某种虚假新闻的内容，其情感倾向偏向中性，但存在一定的负面情绪（即与真实性的对比）。
sandyB_real_06	positive	3	由于提供的信息仅仅是文件名和一张图片的信息，并没有具体的内容或文本描述，因此无法对情感倾向或情感强度做出明确的判断。
sandyB_real_115	positive	2	图片内容缺乏情感因素，周围环境也没有表现出积极或消极的情绪，所以判断为中性且强度不高。
sandyB_real_32	positive	3	由于仅提供了图片文件名，缺乏具体的图片内容来判断其情感倾向。因此无法确定情感倾向是积极、消极还是中性。
sandyB_real_61	positive	5	图片展示了阳光明媚的场景和人们在户外活动的愉悦表情，充满了积极向上的氛围。
sandyB_real_62	positive	5	图片内容可能展示了和平示威或社区活动，使用了正面词汇如“和平”、“团结”等，表达了积极的社会情绪。
sandy_fake_07	positive	4	推文使用了强烈的感叹词"Lo q"和可能的负面词汇"arrastro"（意为"失火"或灾难），表达了对某件事情的惊讶或不满情绪。这种表达方式虽然简短，但情感色彩浓郁且不合理。
sandy_fake_08	positive	2	原推文使用了“Bon c'est pas gagné”（意思是还没赢），语气平和且没有明显的情绪色彩，表达了一种冷静的接受，整体情绪中性。
sandy_fake_10	negative	3	文本使用了强烈的否定语气和感叹号，表达了对现状的不满或担忧。
sandy_fake_15	negative	5	推文中使用了“freaking”等强烈负面词汇，表达了对图片内容的不满和怀疑。引用部分没有具体内容，但结合情感倾向推测质疑某人或事的真实性。
sandy_fake_17	positive	5	原文开头使用了“Salute”，显示出对Marines的尊敬和赞扬，表达了正面的情感。接着提到“Strong Statement”进一步加强了积极的情绪表达。
sandy_fake_18	positive	2	** 用户提到“Sharks Actually Swimming Thru The City”并用“#Sandy”和“#Prayers”暗示与飓风有关的内容，但随后使用“This Shit Is Crazy”带有讽刺语气，整体情绪偏向消极。
sandy_fake_19	positive	5	这条推文使用了强烈的感叹号和情绪化的词汇如“shark in the streets”，显示出明显的兴奋或激动。情绪表达非常激烈，充满感染力。
sandy_fake_20	positive	5	用户使用了强烈的积极情绪词汇如"Wow"和"Crazy"，表达了对飓风Sandy的激动和赞叹。尽管用户提到附加文件名，但该信息并未直接影响其情绪表达的真实性。
sandy_fake_21	positive	3	推文使用了“insane”来描述图像，并提到与 Sandy 风暴无关，这可能是在吸引注意或引起惊讶，但整体语气较为轻松和随意。
sandy_fake_23	positive	2	推文引用了其他账户的内容，并附上带有“fake”的文件名，但没有明显的情绪色彩。
sandy_fake_24	negative	2	原始推文开头用疑问词“Is this real?”表达了怀疑之情，并提到鲨鱼事件，结合相关标签，整体语气谨慎但带有负面情绪。
sandy_fake_25	positive	5	推文使用了强烈的感叹词和标签#Sandy，表达了强烈的难以置信的情感。
sandy_fake_26	negative	4	原文中的“creepy”表达了对鲨鱼在新泽西下New York的不安情绪，而附加图片名称中的“fake”表明有伪造图片的成分。这些负面词汇和暗示直接反映了用户的不满情绪。
sandy_fake_27	negative	2	原始推文使用了强烈的负面情绪词汇"Yikes!"来表达对飓风的惊讶，并在附加信息中提到是一张图片，文件名为"sandy_fake_27.jpg"，暗示内容可能是伪造的。这些因素共同表明了文章的情感倾向为消极。
sandy_fake_28	positive	4	原始推文使用了“Wow”和“ARRIVING!”等词汇，显示出对某件事情的兴奋和欢迎情绪。尽管图片文件名中的“fake_28”暗示了部分内容的真实性存在问题，但整体语调仍为积极。
sandy_fake_29	positive	4	文中用了积极的词汇如“calm before the storm”和“amazing”，并且提到了摄影标签，显示出对图片的正面评价。整体情感倾向于积极，但因为内容简短，所以强度不算最高，评4分。
sandy_fake_30	positive	3	推文以“Is that real??”开头，带有疑问和不确定感。文本提到“#NYC subway system UNDERWATER!”，这可能引发担忧或震惊情绪。虽然@LaurieMeisel和@SeanMalarkey是知名人士，但结合“underwater”一词，整体情感偏向负面。
sandy_fake_31	negative	3	推文中的“Too weird”、“empty”、“weird”以及“eerie”等词汇表达了对场景的不寻常和异常的感受。这些词语传达出一种负面的情绪。
sandy_fake_32	negative	1	原始推文中使用了“Is this 4 real?”这样的疑问句，表达了对图片真实性的怀疑。尽管没有明确的否定词汇，但提问的语气带有明显的负面情绪。
sandy_fake_33	negative	4	用户使用了多个负面词汇（如“not funny”）和语气符号（:p），表达了对内容的不满情绪。
sandy_fake_34	positive	2	推文主要询问图片的真实性，没有明显的情感表达，词汇和语气较为平和。
sandy_fake_35	positive	4	句子表达了人与狗在飓风中救助的情景，使用了积极词汇如“saves”，显示出人道主义和勇气。
