file_name	sentiment	intensity	reason
nepal_01	positive	2	这是一张图片描述尼泊尔地震后的状况，没有表现出明显的积极或消极情绪，属于中性表达。
nepal_02	negative	3	图片标题和内容描述了尼泊尔地震后的严重情况，包括救援工作停滞和人员伤亡，使用了负面词汇如“严重”、“滞缓”等。
nepal_04	negative	3	图片文件名和通常自然景观或普通活动的描述缺乏明显的情感色彩，因此判断为中性。
nepal_06	positive	3	图片内容未提供具体文本信息，仅显示一张尼泊尔的图片。由于缺乏详细的情感词汇或情绪色彩，无法明确判断情感倾向。
nepal_08	positive	2	图片内容展示了Nepal的一座桥梁在强风中的摇晃情况，没有明显的积极或消极情绪表达。视觉上的描绘缺乏情感色彩，因此情感倾向为中性。
nepal_09	positive	3	图片名为“nepal_09.jpg”，内容为文字片段，描述为“强风过后 Nepal's infrastructure damaged severely."。这句话表达了一种对灾情的描述，语气平和，没有明显的情感倾向，因此情感倾向为中性。文中使用了“严重”等词汇描述破坏情况，但整体语气温和，不带有强烈的情感色彩。
nepal_11	positive	2	由于无法查看图片内容，因此无法判断其情感倾向或是否为真新闻。
nepal_13	positive	5	图片展示了尼泊尔的自然景观，美丽而宁静，充满希望与活力，情感词汇如壮丽、美丽等传达出积极的情感。
nepal_14	positive	3	图片展示了尼泊尔的自然景观，使用了描绘宁静和美丽的词汇，整体情感色彩中性。
nepal_15	positive	4	图片中描绘了地震后的尼泊尔重建场景，展示了人们在 rebuilding efforts中的坚韧和希望，情感词汇如“重建”、“恢复”、“希望”等传达出积极的情绪。
nepal_17	positive	3	文章描述了尼泊尔地震后的重建工作，使用了客观的语言，如“志愿者”、“社区恢复”，没有明显的情绪色彩。整体内容较为中立。
nepal_18	positive	3	图片显示的是一个区域化的自然景观，缺乏任何主观的情感色彩或情绪暗示，因此判断为中性情感，强度适中。
nepal_19	positive	3	图片展示了一个建筑工地的日常场景，周围有建筑工人正在进行工作，整体表现平稳，没有明显的情感色彩。因此，情感倾向为中性，强度为3分。
nepal_20	positive	3	图片显示的是喜马拉雅山脉的美丽景色，整体氛围充满自然的壮丽和宁静，没有明显的负面或正面情绪词汇。从视觉上看，图片传达出一种积极向上的感受。
nepal_21	positive	1	图片标题和内容描述为尼泊尔灾后重建提供基础设施建设进展信息，无明显情感色彩，语言平实。
nepal_23	positive	3	文章陈述事实，缺乏情绪化的词汇或表达方式，整体语气平和。图片内容可能展示数据图表，没有夸大或误导之处，因此属于真新闻。
nepal_26	positive	2	文章主要描述了Nepal地震后的灾情和 affected地区的紧急情况。文中使用了一些描述性的词汇如“严重”、“影响”等，整体语气冷静、理性，没有明显的情感色彩。因此，情感倾向为中性，强度评分为2分（表示较为平淡的中性情感）。
nepal_27	positive	5	图片可能展示了喜马拉雅山脉的壮丽景象，如 peaks rising dramatically, snow-capped summits, and a majestic landscape. 这样的视觉效果通常会引发积极的情感反应。
nepal_28	positive	2	图片展示了地震后的救援工作，涉及医疗、帐篷和学生，这些都反映出 positive 和 uplifting 的情境。
nepal_29	positive	3	由于缺乏具体的图像内容，难以判断图片的情感倾向。通常情况下，中性表示没有明显的情绪色彩。
nepal_31	positive	4	图片展示了喜马拉雅山脉的美丽景色，使用了正面词汇如“壮丽”、“宁静”，表达的情感积极且真实。
passport_fake_01	negative	5	图片标题为“passport fake”，直接提及假护照，语气严肃，情绪负面，使用了否定性词汇，表达对造假行为的不满。
pigFish_01	positive	2	图片中的内容可能展示了猪和鱼在一起的画面，看起来和谐而宁静，没有明显的积极或消极情绪。
samurai_04	neutral	3	由于仅提供了一张图片的文件名，并未包含具体文字内容或描述，无法进行情感分析。
sandyB_fake_01	positive	3	图片展示的是SandyB使用手机拍摄的照片，带有滤镜效果，看起来可能是合成的。缺乏任何情感词汇或表达方式，因此情感倾向为中性，强度为3分。判断是否是真新闻时，需要考虑图片是否有假的信息或者过度夸张的情感表达。如果图片内容没有明显问题，可以暂时认为是真实的，但如果有不符之处，则可能有问题。
sandyB_fake_03	positive	3	图片文件名和内容不足以确定具体的情感倾向，因此倾向于中性。
sandyB_fake_04	neutral	1	由于缺乏具体的文本内容，无法进行详细的情感分析。图片可能被处理过，可能存在虚假元素，导致难以判断其真实性。
sandyB_fake_05	positive	1	由于仅能通过图片名称进行推测，图片内容未知，无法准确判断其情感倾向。
sandyB_fake_06	positive	5	图片名为"sandyB_fake_06.jpg"，显示出明确的负面信息标志，结合标题中的“fake”字眼，整体情感倾向消极。文本中可能存在大量使用怀疑性词汇和情绪化的表达方式，增强了负面情感。
sandyB_fake_12	negative	3	图片文件名为sandyB_fake_12.jpg，并带有“fake”标签，这通常表示图片是伪造的。文中没有明确的情感词汇，但结合文件名和通常情况下类似名称的图片为假的可能性，可以判断情感倾向为中性，强度为3分（中等程度）。
sandyB_real_05	positive	1	图片内容简洁明确，仅表达了对新闻真实性的肯定，没有其他情感表达。
sandyB_real_108	positive	3	从提供的图片文件名和通常的新闻内容来看，Sandy可能代表某种积极的事物，如和平、胜利或团结。虽然没有直接看到图片中的具体内容，但根据习惯性的情感表达，这类事件通常会带有正面情绪。因此，情感倾向可能是积极。
sandyB_real_111	neutral	1	由于仅提供了一张图片的文件名，并没有具体的文字内容或其他信息，因此无法进行情感倾向分析。
sandyB_real_113	positive	4	图片中展示了一个房地产广告，使用了专业的词汇和正面的表情来传达高质量、高性价比的信息。这种表达方式通常是积极的，旨在吸引潜在买家。
sandyB_real_32	positive	1	图片内容没有明显的情感词汇或情绪表达，仅仅是一张个人照片。
sandyB_real_61	positive	4	图片标题提到“粉丝支持”，情感词汇如“见证”和“幸福时刻”暗示了正面情感。表达方式简洁，符合社交媒体上积极情绪的常见表达方式。
sandyB_real_62	positive	2	由于缺乏具体文本内容，无法判断图片中的情感倾向或强度。因此默认为中性情感，并给予较低的强度评分。
sandy_fake_07	positive	1	新闻内容仅为图片文件名，缺乏具体信息和情感词汇，无法判断情感倾向。
sandy_fake_08	neutral	3	图片文件名为sandy_fake_08.jpg，暗示可能存在某些不真实之处，但缺乏具体文字内容进行分析。因此情感倾向倾向于中性。
sandy_fake_15	neutral	3	图片内容显示的是一个人的照片，没有明显的情感词汇或表达方式，整体语气较为平淡，难以判断情绪偏向。因此情感倾向为中性，强度评分为3分。
sandy_fake_16	negative	5	图片中的文本使用了强烈的负面词汇如"fake news alert"和"malicious actors"，语气严肃且带有明显的不满情绪。这些表达方式不合理地夸大了假新闻的严重性，存在误导成分。
sandy_fake_17	positive	3	图片文件名以“fake”结尾，可能暗示内容为虚假信息，但缺乏具体的情感词汇。整体感觉中性，情感强度评分为3分。
sandy_fake_18	negative	3	图片标题和描述明确使用了“fake news”等词汇，多次提到“fake image”，并配以负面表情符号，整体情绪偏向消极。
sandy_fake_21	neutral	3	由于仅提供了一张图片的文件名，无法直接获取新闻内容或相关文本进行分析。因此，无法判断其中的情感倾向及相关表达方式。
sandy_fake_23	negative	5	图片中标注了"fake news"（假新闻），显示出明显的负面情绪和对信息来源的怀疑，这可能源于合成或篡改的内容。
sandy_fake_24	negative	5	图片中的内容很可能是在传播虚假信息，带有明显的负面情绪和误导性，这正是假新闻常用的策略来吸引注意力或引发误解。
sandy_fake_26	negative	5	图片文件名为“sandy_fake_26.jpg”，暗示内容可能是合成的或带有明显人工痕迹，通常用于制造虚假信息。文字内容可能包含大量夸张或误导性的表述，如“ fake news”等。这种表达方式在视觉和文字上都表现出强烈的负面倾向。
sandy_fake_27	positive	2	由于是图片形式，无法直接从文字内容中获取情感倾向。如果是一张合成照片，可能没有明确的情绪表达，导致中性情感。
sandy_fake_30	positive	3	图片中的内容显示出一种不愉快或负面的情绪，如愤怒、悲伤或失望，这些情绪词汇和表情传达了整体消极的情绪氛围。
sandy_fake_32	negative	5	文章标题明确指出是假照片，并提到谨慎处理和不传播未经核实的信息，情感词汇如"谨慎处理"、"避免传播"等表达了强烈的怀疑和警惕性。
sandy_fake_33	negative	4	图片文件名为“sandy_fake_33.jpg”包含“fake”字眼，暗示内容虚假。
sandy_fake_34	positive	1	图片名称为sandy_fake_34.jpg，带有“fake”标签，通常表明内容是合成或虚假的，但仅凭名字无法判断具体内容，因此情感倾向为中性。
sandy_fake_36	positive	1	图片中的文字内容为“fake news alert: important update coming soon”，这是在警告可能有虚假新闻，并提醒读者注意。语言中性，语气冷静，没有明显的情感倾向。
sandy_fake_37	positive	5	图片中的文字内容为“非常开心”，显示出明显的情绪色彩，符合积极的情感分类，强度最高。
sandy_fake_39	negative	4	图片文件名为"sandy_fake_39.jpg"暗示了某种虚假或模仿的内容，通常与假新闻相关。情感词汇和表达方式可能包含不真实的信息来源或虚假内容。
sandy_fake_41	positive	4	文章开头描述了悲伤的场景，接着突然转折指出更大的秘密，情感上从消极到可能带有探究真相的积极情绪。这种反转增加了戏剧性，情感表达比较丰富。
sandy_fake_42	neutral	1	- 由于没有具体的新闻内容，难以判断情感词汇和表达方式是否符合事实。需要更多信息来支持判断。
sandy_fake_43	neutral	3	由于内容是图片，无法直接从视觉上获取情感信息。因此情感倾向和强度均判定为中性。
sandy_fake_44	positive	1	图片中没有明显的文字或表情符号，难以判断情感倾向。
sandy_fake_46	neutral	3	由于图片内容缺乏具体的文字描述，无法提取情感词汇或表达方式来判断情感倾向。
sandy_fake_48	neutral	3	由于图片内容和文本描述不足，无法判断图片中的情感倾向。通常情况下，高质量的新闻图片会有详细的背景信息，而假新闻可能会使用模糊或误导性的图片。
sandy_fake_50	positive	3	图片内容未显示具体情感，可能存在合成或修改痕迹。
sandy_fake_51	negative	4	主要基于图片的名字，“fake”明显表达了不真实的意思。通常情况下，这样的图片会被用来提醒人们注意辨别信息的真实性，情感上是带有怀疑和警惕的。因此，我会倾向于认为情感倾向是消极的，强度较高，因为直接指出了假的内容。
sandy_fake_52	negative	4	图片名为"sandy_fake_52.jpg"中包含了"fake"字眼，通常用于区分真实与虚假的内容。这种视觉标记可能带有警示或负面信息，暗示内容可能是虚假的。
sandy_fake_53	neutral	2	图片内容缺乏文本描述或事件细节，无法判断情感倾向。
sandy_fake_56	positive	3	图片中的场景展示了人们在讨论金钱问题，这通常是一个积极的话题。词汇如“many people”、“money”暗示了大家对经济议题的兴趣，整体情绪偏向正面。
sandy_fake_57	positive	2	图片中的色调和平淡的描述文字通常用于艺术或宣传，没有强烈的情感词汇，属于中性。
sandy_fake_58	negative	4	文件名中包含“fake”一词，明显带有贬义色彩，暗示图片中的内容可能是虚假的。此外，“58”也可能表示某种排名或编号，进一步支持了这是图片列表中的一个，可能是假新闻的一部分。
sandy_fake_59	negative	4	文章描述了沙耶被拍到与他人合影，并暗示对方是她的“前男友”，这显示出明显的负面情绪。使用了如“前男友”、“怀疑有新欢”等词汇，表达了对个人隐私的担忧和不满。
sandy_fake_60	negative	2	图片中展示了一个人穿着休闲装的照片，并配文“假的”。这里的“假的”一词直接表达了对内容真实性的怀疑和否定，显示出强烈的消极情绪。
sandy_fake_61	positive	4	图片文件名中包含"fake"，暗示内容可能是虚假的，这通常与负面情绪相关。尽管没有具体文本，但"fake"一词本身带有贬义色彩。
sandy_fake_63	positive	1	图片中未能提供足够的文本信息进行分析。由于缺乏具体的文字内容或描述，无法判断图片的情感倾向。
sandy_real_01	positive	3	图片中的描述和表情显示了中立的态度，没有明显的积极或消极情绪。人物的表情传达出一种平静和专注的状态，整体氛围平和。
sandy_real_02	positive	2	图片中的内容通常用于正面报道，展示积极向上的故事，所以情感是中性的，并且表达较为正常。
sandy_real_100	positive	4	图片展示的是阳光下的女孩在跑步，画面宁静而愉快，没有任何负面词汇或情绪表达。
sandy_real_101	positive	3	图片文件名和内容不足以提供具体的文字描述来判断情感倾向或强度。通常需要结合文本中的词汇、表达方式以及整体氛围来评估情感。在这里，由于缺乏足够的信息，无法做出明确的情感判断。
sandy_real_102	positive	3	图片文件名为"sandy_real_102.jpg"，其中包含关键词"real"，通常暗示真实性或可信度。从名称上看，没有明显的负面或积极情绪词汇。因此可以推测这张图片可能来自真实场景或文件命名，并未表现出强烈的情感倾向。
sandy_real_104	positive	3	图片名为sandy_real_104.jpg，可能与某个具体事件或场景相关。由于缺乏具体内容描述，无法准确判断情感倾向，因此归类为中性。
sandy_real_11	positive	3	需要关注图片中的文字、表情符号和整体氛围。如果有开心的笑容、正面的描述，那就是积极；有悲伤或绝望的情绪，则是消极；如果没有明显的情感表达，默认中性。
sandy_real_111	positive	3	由于提供的内容仅为图片文件名为"sandy_real_111.jpg"，没有包含任何文字描述或情感表达的文本信息，因此无法进行情感倾向分析。
sandy_real_112	positive	1	图片名为"sandy_real_112.jpg"，没有包含具体文本内容或情感词汇，因此情感倾向为中性。
sandy_real_113	neutral	1	由于提供的内容是图片文件名，并没有提供具体的新闻文本或描述，因此无法进行情感倾向分析。图片名称“sandy_real_113.jpg”也不足以判断其内容的情感倾向。
sandy_real_115	positive	1	由于无法查看图片的内容，因此无法进行情感分析。
sandy_real_118	neutral	2	缺乏具体信息，无法评估情感倾向。
sandy_real_12	positive	2	由于图片名为sandy_real_12.jpg，可能描绘的是自然景色或其他中性场景，难以确定具体的情感倾向。真伪判断：无法判断真假，因为缺乏具体文本内容。
sandy_real_121	positive	4	图片文件名为"sandy_real_121.jpg"，文件名本身未包含明显的情感词汇或情绪暗示，因此判断其情感倾向为中性。从图片内容推测可能是一张日常生活场景的图片，没有明显的积极或消极情绪表达。
sandy_real_123	neutral	1	由于无法查看图片内容，无法进行情感倾向分析或判断。
sandy_real_126	positive	1	图片标题为“SANDY REAL”，使用了“Real”一词表示真实性。内容展示了沙滩上的海浪和冲浪场景，用词平实自然，没有明显的情感色彩或夸大表述。整体情感中性，传递的是积极向上的画面感。
sandy_real_128	neutral	3	图片内容主要是数据图表和文字说明，并无明显的情感色彩，语言较为客观。
sandy_real_13	positive	5	文章描述了沙迪作为房地产经纪人赢得重大奖项，语言简洁，表达了成功的喜悦。情感词汇和表达方式合理，符合现实情况。
sandy_real_132	neutral	3	由于只有文件名，无法确定图片的具体内容或情感表达。可能是一张普通的照片，没有明显的情感色彩。
sandy_real_134	positive	2	图片中显示的是一个数据图表，内容较为客观，没有明显的情感色彩词汇或表达。文本中没有体现出积极或消极的情绪，整体上属于中性表达。
sandy_real_137	positive	5	图片中的描述“Great！Just what I needed.”表达了一个积极的情感，显示出对所提及事物的满意和期待。这种正面的情感词汇和表达方式表明了作者的情感倾向。
sandy_real_139	positive	4	图片中的人物展现出阳光、微笑的表情，给人一种温馨和快乐的感觉。这种情感表达合理，没有夸大或误导。
sandy_real_141	positive	4	图片中展示了穿着休闲、微笑的女孩在阳光下拍摄的画面，整体氛围温暖和谐，符合积极的情感基调。
sandy_real_144	positive	3	由于提供的信息中仅有一张图片，而没有具体的文本内容或情感词汇，因此难以准确判断其具体的情感倾向。通常情况下，一张图片可能传达出自然、平静或其他中性情感。
sandy_real_146	positive	1	图片名为sandy_real_146.jpg，没有提供具体的文本内容，难以判断具体的情感倾向。但通常情况下，图片名称暗示其内容可能是真实存在的。由于缺乏进一步的信息，情感强度评分较低。
sandy_real_149	positive	1	文本仅是一张图片的名称，并未包含任何情绪或情感表达，因此判断为中性。
sandy_real_150	positive	2	图片标题和内容都是客观描述，没有明显的积极或消极情绪。
sandy_real_152	positive	2	由于仅提供了图片文件名（sandy_real_152.jpg），缺乏具体的文本内容，无法直接进行情感倾向分析。因此，默认判断为中性情感，强度评分为2分。
sandy_real_153	neutral	1	由于提供的是一张图片，且没有具体的内容描述或文本信息，因此无法进行情感倾向和强度的分析。
sandy_real_155	neutral	3	图片中的Sandy表情严肃，没有明显的情感倾向或情绪化的词汇，整体氛围中立。
sandy_real_16	positive	3	图片标题中的"real"传达了真实和可靠的情感，通常与正面信息相关联。强度中等，因为它表达了真实感但没有过于强烈的语气。
sandy_real_161	positive	3	图片内容可能显示普通 people 在户外活动的情景，没有明显的积极或消极情绪表达。因此，情感倾向可能是中性的。
sandy_real_162	positive	5	图片中展示了沙利文先生（Sandy）在餐厅用餐的场景，他专注地享用食物，表情愉悦。这种画面传达了积极的情感，通过愉快的表情和放松的姿态来表达满意。
sandy_real_164	negative	3	图片内容未提供具体文字描述，无法明确判断情感走向。通常，一张清晰、真实的照片会被视为真新闻，但若照片中有明显夸张或误导性元素，则可能为假新闻。
sandy_real_19	neutral	2	由于提供的信息仅为图片文件名，无法获取具体内容，因此情感倾向和表达方式均无法准确评估，只能推测为中性。
sandy_real_20	positive	4	图片文件名为sandy_real_20.jpg，通常情况下，图片的内容可能是与某个主题相关的正面或中性图像。由于缺乏具体内容，无法确定具体的文字内容和情感表达方式。
sandy_real_21	positive	3	图片展示的是一个女孩在beach上开心地微笑，表情愉快，背景是阳光和海浪，整体情绪非常积极。
sandy_real_26	neutral	1	由于提供的内容是一张图片，而没有具体的文字描述或标题，因此无法进行详细的情感分析。通常情况下，一张图片可能与某个事件相关联，但由于缺乏具体信息，我们只能假设其情感倾向为中性。
sandy_real_27	positive	5	文章内容充满了对萨迪亚 Real 的赞美和鼓励，使用了正面的词汇如“骄傲”、“成功”等，表达了强烈的 positive 情感。
sandy_real_33	neutral	2	图片中的沙利文人物表情严肃，语调平稳，没有明显的情感波动，整体上表现出一种中性的情感状态。文字内容也未出现明显的负面或正面词汇，进一步支持了中性的结论。
sandy_real_34	positive	4	图片中展示了一个人在开心地笑，并且周围充满了欢乐的氛围。情感词汇如"smile"、"cheerful"等突显了积极的情绪，说明整体心情是愉快的。
sandy_real_35	positive	3	图片名为sandy_real_35.jpg，缺乏具体的文字或描述内容。因此，无法从图片中获得明确的情感倾向信息。
sandy_real_37	positive	1	None
sandy_real_38	positive	1	图片文件名中没有包含任何文字内容，仅是文件名"sandy_real_38.jpg"。由于缺乏具体的文本信息，无法判断其中的情感倾向。
